// cmdid = message (HSR-OWNER); real name where known, // obf: original
4 = GetLevelRewardTakenListScRsp  // obf: GPONDAHEKJN
6040 = RogueTournEnterRogueCocoonSceneCsReq  // obf: CBILHHEENJG
6041 = RogueTournGetArchiveRepositoryCsReq  // obf: JDMILAADNLN
6042 = RogueTournClearArchiveNameScNotify  // obf: EHLPFGCOJBN
6043 = JGFPIJKOFCC
6044 = RogueTournDeleteArchiveScRsp  // obf: OKGDAFCIBFB
6045 = RogueTournTriggerRoomSelectScRsp  // obf: MNILJCPCOFG
6046 = RogueTournGetAllBuildRefScRsp  // obf: KDNMOFGMMNP
6047 = RogueTournSaveBuildRefScRsp  // obf: CFGGFPAIEFK
6048 = RogueTournLeaveScRsp  // obf: HMGGLHFHGLM
6049 = RogueTournGetSeasonTalentInfoScRsp  // obf: MNLLJNFBGNF
6050 = RogueTournEnableSeasonTalentCsReq  // obf: AKDPHHMJFOK
6051 = RogueTournTakeExpRewardScRsp  // obf: FHNIFCJJKEO
6052 = RogueTournStartScRsp  // obf: JMAHJPIJEND
6054 = RogueTournGetSeasonTalentInfoCsReq  // obf: KHJMLKBLAMP
6055 = RogueTournRenameBuildRefScRsp  // obf: GFAMMPEELKD
6056 = RogueTournGetMiscRealTimeDataScRsp  // obf: LCOKLOGEKEL
6057 = RogueTournGetSettleInfoCsReq  // obf: BHELJEPEIHM
6059 = RogueTournEnablePermanentTalentScRsp  // obf: CJBNDIGHHDI
6060 = RogueTournDeleteBuildRefScRsp  // obf: KIIOBCNAPLC
6061 = RogueTournSaveBuildRefCsReq  // obf: FOJJLDAKMFL
6062 = RogueTournUseSuperRewardKeyScRsp  // obf: GKJOFCJCKMN
6063 = RogueTournResetPermanentTalentScRsp  // obf: CCLKCHGMNAA
6066 = RogueTournConfirmSettleCsReq  // obf: LPFHAKOGFHH
6067 = RogueTournLeaveRogueCocoonSceneScRsp  // obf: JLPLFCOHHFE
6068 = RogueTournGetPermanentTalentInfoCsReq  // obf: NHPGACAHCFP
6070 = RogueTournConfirmSettleScRsp  // obf: KJOIFCADNGL
6071 = RogueTournEnablePermanentTalentCsReq  // obf: HPGLOBODDMA
6072 = RogueTournGetMiscRealTimeDataCsReq  // obf: MBOGFJLPLPG
6073 = RogueTournTitanUpdateTitanBlessProgressScNotify  // obf: LCEICICOGLN
6074 = RogueTournReEnterRogueCocoonStageCsReq  // obf: ELJIHLDPDDF
6077 = RogueTournGetPermanentTalentInfoScRsp  // obf: CCMNLLNLLOJ
6078 = RogueTournEnterLayerScRsp  // obf: EOMHILBJNDK
6079 = RogueTournPersonaRoomCardZoneUpdateScNotify  // obf: LENPMJECBLF
6080 = RogueTournExpNotify  // obf: IGDHPBBNEIC
6081 = PALAOPCBAPC
6083 = RogueTournRenameArchiveScRsp  // obf: FCHCIKGBLGC
6085 = RogueTournEnterLayerCsReq  // obf: LHPEMLMHIHE
6086 = RogueTournEnterRoomCsReq  // obf: EILCNCFMDLP
6087 = RogueTournSettleScRsp  // obf: HCMFPHICBOI
6089 = RogueTournWeekChallengeUpdateScNotify  // obf: MKCDLMPCJJJ
6091 = RogueTournEnterCsReq  // obf: FHJINHEABAC
6092 = RogueTournRenameBuildRefCsReq  // obf: BJNLMGBAFFO
6093 = RogueTournAreaUpdateScNotify  // obf: IANKKDKAHPD
6094 = RogueTournGetAllArchiveCsReq  // obf: JLICJLBDLDD
6095 = RogueTournReviveAvatarScRsp  // obf: HECNEEFNGFH
6096 = RogueTournTakeExpRewardCsReq  // obf: HNMANMBPEOG
6097 = RogueTournTriggerRoomSelectCsReq  // obf: NPOJNHKPKMN
6099 = RogueTournGetSettleInfoScRsp  // obf: KFOJKMHIACH
6100 = RogueTournLeaveRogueCocoonSceneCsReq  // obf: GDGKPCGNDIB
6105 = IANCKAHGKMI
6116 = UpdateServerPrefsDataScRsp  // obf: NONBNJJHPFP
6125 = GetAllServerPrefsDataScRsp  // obf: NOPOBDIIFIA
6134 = GetAllServerPrefsDataCsReq  // obf: PMEANPGBPIN
6160 = UpdateServerPrefsCsReq  // obf: KCKBFKILHFF
6175 = GetServerPrefsDataScRsp  // obf: OBPBJEKBGNO
6205 = StoryLineInfoScNotify  // obf: JEEOPLLKEEH
6216 = ChangeStoryLineFinishScNotify  // obf: ELGBFAEBOCN
6225 = GetStoryLineInfoScRsp  // obf: CENAMJPBLEG
6234 = GetStoryLineInfoCsReq  // obf: LJEOPDIBMCL
6258 = StoryLineTrialAvatarChangeScNotify  // obf: NGBNCHOLHFE
6305 = ChangeScriptEmotionCsReq  // obf: HOJLMOCMFNK
6315 = HeartDialTraceScriptCsReq  // obf: BGDGEAGBMGH
6316 = SubmitEmotionItemScRsp  // obf: AIGNBOLGIGI
6325 = GetHeartDialInfoScRsp  // obf: OEOKBKBJGOG
6334 = GetHeartDialInfoCsReq  // obf: BCKGEKPBCGD
6342 = HeartDialTraceScriptScRsp  // obf: PACPOIAFPFF
6356 = FinishEmotionDialoguePerformanceScRsp  // obf: ILLDFAANIEP
6358 = FinishEmotionDialoguePerformanceCsReq  // obf: NFKHOGDIJPL
6360 = SubmitEmotionItemCsReq  // obf: IDIGIKOLDEM
6375 = ChangeScriptEmotionScRsp  // obf: GCKMGDFCFDG
6383 = HeartDialScriptChangeScNotify  // obf: DBCAGGFPCGF
6405 = TravelBrochurePageUnlockScNotify  // obf: BMLNJOPALPJ
6411 = TravelBrochurePageResetCsReq  // obf: MANBMLIGMLD
6412 = TravelBrochureSetPageDescStatusScRsp  // obf: FPGBALIKPDE
6415 = TravelBrochureRemovePasterScRsp  // obf: AKGFMPCFOOK
6416 = TravelBrochureSelectMessageScRsp  // obf: MEEPKLELIKK
6417 = TravelBrochurePageResetScRsp  // obf: AINBIAHAJKH
6421 = TravelBrochureSetPageDescStatusCsReq  // obf: OHMIEPPCKBJ
6425 = TravelBrochureGetDataScRsp  // obf: JLJDPMBGLEP
6434 = TravelBrochureGetDataCsReq  // obf: OMAFHCAGGCC
6438 = TravelBrochureApplyPasterListCsReq  // obf: GHONBGEKOAI
6439 = TravelBrochureUpdatePasterPosScRsp  // obf: IDNIEAKJMCF
6442 = TravelBrochureUpdatePasterPosCsReq  // obf: BAHMABONKBP
6460 = TravelBrochureSelectMessageCsReq  // obf: MFBNEECALDM
6461 = TravelBrochureGetPasterScNotify  // obf: DDHIIJAJIOO
6464 = TravelBrochureSetCustomValueScRsp  // obf: MLADIJBBLPN
6468 = TravelBrochureSetCustomValueCsReq  // obf: HPGIGEEAGHL
6478 = TravelBrochureApplyPasterListScRsp  // obf: FEEHNCGHLEO
6483 = TravelBrochureRemovePasterCsReq  // obf: GNILAAACODB
6502 = LBMFCJLHNAA
6504 = GetWolfBroGameDataScRsp  // obf: MDDFDNHFCIL
6506 = StartWolfBroGameScRsp  // obf: ENPJFKDKLOB
6508 = WolfBroGamePickupBulletCsReq  // obf: AJDPPONBABG
6511 = QuitWolfBroGameScRsp  // obf: KDMANLNDIOA
6514 = OKEFGCNNEKI
6516 = QuitWolfBroGameCsReq  // obf: DKJBGINLBPP
6518 = WolfBroGameExplodeMonsterScRsp  // obf: HFJCGEMMPKB
6520 = ArchiveWolfBroGameCsReq  // obf: JOHDLJLGNHL
6523 = WolfBroGameActivateBulletScRsp  // obf: HKPFPMJBNEP
6525 = WolfBroGameActivateBulletCsReq  // obf: PHPEPPKFMJO
6526 = GetWolfBroGameDataCsReq  // obf: LIKMPNFOKFF
6529 = RestoreWolfBroGameArchiveCsReq  // obf: LJFEONHOKAG
6531 = ArchiveWolfBroGameScRsp  // obf: CPKCMNJKPOE
6532 = RestoreWolfBroGameArchiveScRsp  // obf: BPPICAMLGNB
6534 = StartWolfBroGameCsReq  // obf: NHLGEDLKOKI
6540 = WolfBroGameUseBulletScRsp  // obf: NHIGCJFJGPF
6547 = WolfBroGamePickupBulletScRsp  // obf: DEAHIAKBGMJ
6548 = WolfBroGameDataChangeScNotify  // obf: LJEFFBCJJEM
6554 = ResetEraFlipperDataCsReq  // obf: KPJBOAGIHAE
6555 = EnterEraFlipperDataScRsp  // obf: DADBGKBLFGM
6558 = ChangeEraFlipperDataScRsp  // obf: LPGMNAOFOJK
6560 = EraFlipperDataChangeScNotify  // obf: DMICEOCOGAD
6563 = EnterEraFlipperDataCsReq  // obf: OJOGCABFGMI
6566 = ChangeEraFlipperDataCsReq  // obf: JFBLDHLMMMG
6567 = GetEraFlipperDataScRsp  // obf: KAJGFEJKOIC
6571 = ResetEraFlipperDataScRsp  // obf: KLJBBEDHEED
6575 = GetEraFlipperDataCsReq  // obf: OFHACDNMNAL
6579 = LocalLegendDataChangeNotify  // obf: HCFLLCPLMHF
6583 = EnterLocalLegendLevelScRsp  // obf: KJPKLCHMMNM
6591 = EnterLocalLegendLevelCsReq  // obf: LDPHOLLGPKE
6592 = GetLocalLegendDataScRsp  // obf: FBLEHOCIBOG
6600 = GetLocalLegendDataCsReq  // obf: BKPFBNADBFO
6605 = EnterStrongChallengeActivityStageCsReq  // obf: GFJLCKGPGGN
6625 = GetStrongChallengeActivityDataScRsp  // obf: CEJMCEEBCOG
6634 = GetStrongChallengeActivityDataCsReq  // obf: FPMFICMFNGJ
6660 = StrongChallengeActivityBattleEndScNotify  // obf: CBFOJHEPNHE
6675 = EnterStrongChallengeActivityStageScRsp  // obf: JKIFFNPPLLD
6705 = SpaceZooBornCsReq  // obf: JJMJCLMPCMF
6708 = SpaceZooTakeCsReq  // obf: COGNONDGJDA
6715 = SpaceZooDeleteCatScRsp  // obf: AALIMFELNHE
6716 = SpaceZooMutateScRsp  // obf: JOFMCEMLDEA
6725 = SpaceZooDataScRsp  // obf: JAAPNEALKJE
6734 = SpaceZooDataCsReq  // obf: JGBGMGIBDHM
6739 = SpaceZooExchangeItemCsReq  // obf: CGFMDMPCKDN
6742 = SpaceZooCatUpdateNotify  // obf: KHCMPDLLMGP
6756 = SpaceZooOpCatteryScRsp  // obf: BLHHJGDEMJH
6758 = SpaceZooOpCatteryCsReq  // obf: NGFMHDPLLEC
6760 = SpaceZooMutateCsReq  // obf: CHEKMBNIGBP
6761 = SpaceZooExchangeItemScRsp  // obf: BAEKEIDLDCI
6768 = SpaceZooTakeScRsp  // obf: HPKFAABFCPN
6775 = SpaceZooBornScRsp  // obf: OHICCFONLEC
6783 = SpaceZooDeleteCatCsReq  // obf: MHIBHCOLBNB
6805 = ICBEPDGBHMM
6808 = ResetMapRotationRegionScRsp  // obf: PPGBKMBDMIK
6811 = RemoveRotaterScRsp  // obf: CLMNCCILKPP
6812 = EEOOKOOABJD
6815 = LeaveMapRotationRegionScRsp  // obf: PLPJINKPBGF
6816 = DeployRotatorScRsp  // obf: LMKAAFKLMDG
6817 = UpdateRotaterScNotify  // obf: DNNLHFKKNLM
6821 = UpdateMapRotationDataScNotify  // obf: JHGJHIOLBBE
6825 = EnterMapRotationRegionScRsp  // obf: EAFBIMIHOOL
6834 = EnterMapRotationRegionCsReq  // obf: BGLFLONHKCF
6839 = GetMapRotationDataScRsp  // obf: OJGADJHIANO
6842 = GetMapRotationDataCsReq  // obf: MDGPIJNKMLO
6856 = RotateMapScRsp  // obf: LGALPBAPICA
6858 = RotateMapCsReq  // obf: BIAFBCLIBOD
6860 = ELJDDNGDGCH
6861 = ResetMapRotationRegionCsReq  // obf: POFCEIPNOBI
6864 = UpdateEnergyScNotify  // obf: NHLGMFCPIBD
6875 = InteractChargerScRsp  // obf: DDMEKOCKDBD
6883 = LeaveMapRotationRegionCsReq  // obf: DLAEOKIKLAA
6904 = TakeRollShopRewardCsReq  // obf: BLEEIKBLHIK
6908 = DoGachaInRollShopScRsp  // obf: ACCPCPCKOEB
6910 = GetRollShopInfoCsReq  // obf: AHHIKOKAPFG
6913 = TakeRollShopRewardScRsp
6916 = GetRollShopInfoScRsp  // obf: FHABPBGINDK
6917 = DoGachaInRollShopCsReq  // obf: OKECFAAPLIN
6924 = TakeOfferingRewardCsReq  // obf: OLFFBCHOLMN
6928 = SubmitOfferingItemScRsp  // obf: LDGBPNABNKL
6930 = GetOfferingInfoCsReq  // obf: GDKCEFMKPOB
6933 = TakeOfferingRewardScRsp  // obf: FBBGFEKMMIJ
6936 = GetOfferingInfoScRsp  // obf: AMFCIFOOKNF
6937 = SubmitOfferingItemCsReq  // obf: COAKAAHCAJO
6940 = OfferingInfoScNotify  // obf: KAFLJMENFBA
6944 = RaidCollectionEnterNextRaidScRsp  // obf: NJGHHOHJGEO
6948 = RaidCollectionEnterNextRaidCsReq  // obf: JFEMDCIJMFA
6950 = RaidCollectionDataCsReq  // obf: KNDCKLDMJKB
6956 = RaidCollectionDataScRsp  // obf: APODDGMLMLF
6964 = EnterTelevisionActivityStageScRsp  // obf: DCMOMHFNFAH
6968 = EnterTelevisionActivityStageCsReq  // obf: IKECLANKKII
6970 = GetTelevisionActivityDataCsReq  // obf: HAOAFJLCIMO
6973 = TelevisionActivityBattleEndScNotify  // obf: GHFHMCLBJKI
6976 = GetTelevisionActivityDataScRsp  // obf: PNMLKLLEEFE
6982 = DrinkMakerCheersMakeDrinkScRsp  // obf: KOJDMLGPKII
6983 = DrinkMakerCheersGetDataCsReq  // obf: INBGOEJNFLG
6984 = EndDrinkMakerSequenceCsReq  // obf: GCOKGACMDNF
6985 = MakeMissionDrinkScRsp  // obf: NALOLCLOBMG
6986 = DrinkMakerUpdateTipsNotify  // obf: MDJMAMCHFAO
6987 = DrinkMakerChallengeScRsp  // obf: AIIAOELLFAP
6988 = MakeDrinkScRsp  // obf: BIFNKEPOOPA
6989 = DrinkMakerChallengeCsReq  // obf: IHKCFDECEEH
6990 = GetDrinkMakerDataCsReq  // obf: JEMBBCBCOIK
6992 = GetDrinkMakerDayEndScNotify  // obf: DJALAJMGFHO
6993 = EndDrinkMakerSequenceScRsp  // obf: JALACKKFDEG
6994 = DrinkMakerCheersEnterNextGroupCsReq  // obf: CNAFOICMECG
6995 = DrinkMakerCheersEnterNextGroupScRsp  // obf: NOMBOPLGJJC
6996 = GetDrinkMakerDataScRsp  // obf: JPDFANKBJNO
6997 = MakeDrinkCsReq  // obf: HAALIJLGHNM
6998 = DrinkMakerCheersMakeDrinkCsReq  // obf: NMKKIFLKMPB
6999 = DrinkMakerCheersGetDataScRsp  // obf: OFANJNFJCGL
7000 = MakeMissionDrinkCsReq  // obf: CEJMDKPGPGP
7002 = MonopolyConditionUpdateScNotify  // obf: KJFLKGEPIGG
7003 = MonopolyGameRaiseRatioScRsp  // obf: NHKIADBINML
7004 = MonopolyUpgradeAssetCsReq  // obf: OIDPMKIOJGK
7005 = MonopolyActionResultScNotify  // obf: HCGCOHCHKBN
7006 = MonopolyClickMbtiReportCsReq  // obf: DNBHKLFEMLG
7007 = MonopolyGiveUpCurContentScRsp  // obf: CILKIOLEJFJ
7008 = DailyFirstEnterMonopolyActivityScRsp  // obf: HFGKJEFPJPB
7009 = MonopolyGetRaffleTicketCsReq  // obf: LGAMHIEPIIP
7011 = MonopolyConfirmRandomCsReq  // obf: PDAEJKNMBNK
7012 = MonopolyReRollRandomScRsp  // obf: HEGELOIBGME
7013 = MonopolyDailySettleScNotify  // obf: EPIHBHLJOJD
7014 = MonopolyEventSelectFriendCsReq  // obf: LPFNJLAONFF
7015 = MonopolySelectOptionCsReq  // obf: CKONENEGJMM
7016 = MonopolyRollDiceCsReq  // obf: JEJNIBGECID
7017 = MonopolyConfirmRandomScRsp  // obf: LOBOKLMODGC
7018 = MonopolyGetRafflePoolInfoScRsp  // obf: OPHOAKJPGFE
7019 = MonopolyUpgradeAssetScRsp  // obf: PDJFKFFPDKI
7020 = MonopolyGetDailyInitItemScRsp  // obf: HDJNPJKFBPJ
7021 = MonopolyReRollRandomCsReq  // obf: BADCAMHNGKA
7022 = MonopolyGameGachaCsReq  // obf: HIAFBJNNCHN
7023 = GetMonopolyFriendRankingListCsReq  // obf: MMLLDKHEDCJ
7024 = IAFJANHGCLL
7025 = GetMonopolyInfoScRsp  // obf: IHLLOOIAFFG
7027 = MonopolyGetRaffleTicketScRsp  // obf: APIIDMEFDJJ
7028 = MonopolyScrachRaffleTicketScRsp  // obf: PNLLICGHFCA
7029 = MonopolyGameSettleScNotify  // obf: MBOPGGGPMMM
7030 = MonopolyGuessChooseScRsp  // obf: AIADHAKAAIC
7031 = GetSocialEventServerCacheScRsp  // obf: CAOAINDGCDK
7032 = MonopolyGameBingoFlipCardScRsp  // obf: CPLFHOFEEIO
7033 = MonopolySttUpdateScNotify  // obf: CGABKEMOBEB
7034 = GetMonopolyInfoCsReq  // obf: MKNLDCIOCFI
7035 = MonopolyEventLoadUpdateScNotify  // obf: KMGEMNJJACK
7036 = MonopolyEventSelectFriendScRsp  // obf: JDMGDNEIALG
7037 = MonopolyScrachRaffleTicketCsReq  // obf: DHOLOGBDGDI
7038 = MonopolyBuyGoodsCsReq  // obf: POFOGBPDEHB
7040 = MonopolyAcceptQuizScRsp  // obf: AJCNPDNBIEM
7041 = MonopolyGuessChooseCsReq  // obf: FGDFHJPOHML
7042 = MonopolySelectOptionScRsp  // obf: ILGDFJMKOEC
7044 = GetMbtiReportCsReq  // obf: AHAHBBILPOH
7045 = MonopolyGetRafflePoolInfoCsReq  // obf: PHKOAOLFBFI
7046 = GetSocialEventServerCacheCsReq  // obf: INEBJNDOBGP
7047 = MonopolyGuessDrawScNotify  // obf: ODKIEBABOOC
7048 = MonopolyGetDailyInitItemCsReq  // obf: PKNEMMHHBJK
7049 = MonopolyGameGachaScRsp  // obf: AIMFGJGOLNG
7050 = MonopolyGetRegionProgressCsReq  // obf: FPPAAKNAEKO
7051 = MonopolyCheatDiceScRsp  // obf: MILDJHKDICG
7052 = MonopolyTakePhaseRewardCsReq  // obf: OELHDNEGGBB
7053 = MonopolyLikeScNotify  // obf: OJLCDCKIMON
7055 = MonopolyClickCellScRsp  // obf: DBGDANBJNMM
7056 = MonopolyMoveCsReq  // obf: EAHLPCJGLPD
7057 = MonopolyLikeCsReq  // obf: AABJNDIJDAD
7058 = MonopolyRollDiceScRsp  // obf: DKDDEPHBBEM
7061 = DailyFirstEnterMonopolyActivityCsReq  // obf: MPIMMHDEAGO
7062 = GetMbtiReportScRsp  // obf: MBKLKIAJPDD
7064 = MonopolyRollRandomScRsp  // obf: JONNKENDDPG
7065 = MonopolyClickCellCsReq  // obf: IJGOCJPBPFJ
7066 = GetMonopolyDailyReportCsReq  // obf: ANNMAOPFDAL
7068 = MonopolyRollRandomCsReq  // obf: OACJDKMNPIC
7069 = GetMonopolyMbtiReportRewardScRsp  // obf: HAPCCLFFPNB
7070 = MonopolyQuizDurationChangeScNotify  // obf: PBPDPNPJHLE
7071 = GetMonopolyMbtiReportRewardCsReq  // obf: MGHEAIMFOMO
7073 = MonopolyGameRaiseRatioCsReq  // obf: PILJIHGLHJA
7075 = MonopolyCellUpdateNotify  // obf: NMFBEMPIMMN
7076 = GetMonopolyFriendRankingListScRsp  // obf: PBNLNHAAAKF
7077 = MonopolySocialEventEffectScNotify  // obf: KHOPJJHMFMC
7078 = MonopolyBuyGoodsScRsp  // obf: ANCENNCMLDH
7079 = MonopolyGameCreateScNotify  // obf: AOPEHFBKPHP
7081 = MonopolyCheatDiceCsReq  // obf: OLPKGAGBKAB
7082 = MonopolyGameBingoFlipCardCsReq  // obf: KJIMFIHOAFM
7083 = MonopolyMoveScRsp  // obf: BLHGFHMEFMB
7084 = MonopolyAcceptQuizCsReq  // obf: HDLCCMGHJAD
7085 = MonopolyGiveUpCurContentCsReq  // obf: MBKBDPECMHA
7086 = GetMonopolyDailyReportScRsp  // obf: OMDFLBJFIDM
7087 = DeleteSocialEventServerCacheScRsp  // obf: GDDEAKMJOAP
7090 = MonopolyClickMbtiReportScRsp  // obf: EPAIKOHMLDK
7091 = DeleteSocialEventServerCacheCsReq  // obf: JHIDMEBBKPE
7093 = MonopolyContentUpdateScNotify  // obf: LBDGBAALOOJ
7094 = MonopolyTakePhaseRewardScRsp  // obf: OCLIPJHEAGJ
7095 = MonopolyTakeRaffleTicketRewardScRsp  // obf: BCBFOIIENII
7096 = MonopolyGuessBuyInformationScRsp  // obf: MLBDFEOBKIJ
7097 = MonopolyLikeScRsp  // obf: LDJFPALJFEK
7099 = MonopolyGetRegionProgressScRsp  // obf: NLBPGICIMJJ
7100 = MonopolyTakeRaffleTicketRewardCsReq  // obf: PPNADCDDNNP
7102 = GetEvolveBuildShopAbilityDownCsReq  // obf: FMGBEEPNNHH
7105 = EvolveBuildSkipTeachLevelScRsp  // obf: OBBEOELJNPA
7106 = GetEvolveBuildQueryInfoScRsp  // obf: LBPHINKJJIM
7111 = GetEvolveBuildGiveupScRsp  // obf: OKBILIPEDPP
7112 = EvolveBuildSkipTeachLevelCsReq  // obf: EMKKAIGDENF
7114 = GetEvolveBuildReRandomStageCsReq  // obf: JBGHEJOMOAL
7116 = GetEvolveBuildGiveupCsReq  // obf: FJGKJHBJCCG
7118 = GetEvolveBuildShopAbilityDownScRsp  // obf: BJELONPOIAG
7119 = GetEvolveBuildShopAbilityResetCsReq  // obf: NILMGDJFACH
7120 = EvolveBuildStartLevelCsReq  // obf: HOKOLDJBBMK
7123 = GetEvolveBuildShopAbilityUpScRsp  // obf: LJDGGBLKKGB
7125 = GetEvolveBuildShopAbilityUpCsReq  // obf: LBPEMINKHEN
7129 = EvolveBuildStartStageCsReq  // obf: FPMGJDEHNAI
7131 = EvolveBuildStartLevelScRsp  // obf: GDMLMJECLCD
7132 = EvolveBuildStartStageScRsp  // obf: BNFCJPEGJFL
7134 = GetEvolveBuildQueryInfoCsReq  // obf: NJHABLKFDLG
7139 = GetEvolveBuildCoinNotify  // obf: FNIFKDBNLBG
7140 = GetEvolveBuildReRandomStageScRsp  // obf: PIHEAPGDMLC
7142 = GetEvolveBuildShopAbilityResetScRsp  // obf: IPLODDDJKNF
7148 = GetEvolveBuildFinishScNotify  // obf: CFEDPOMHPCP
7152 = EnterFeverTimeActivityStageCsReq  // obf: JIPHBIACDPH
7153 = EnterFeverTimeActivityStageScRsp  // obf: NMHDDOGNHGC
7154 = GetFeverTimeActivityDataScRsp  // obf: FBKBHENKCPF
7159 = GetFeverTimeActivityDataCsReq  // obf: AEGLEIHJKFN
7160 = FeverTimeActivityBattleEndScNotify  // obf: GNFDDFJAEEC
7162 = GetStarFightDataCsReq  // obf: DHMAENLPNCF
7163 = GetStarFightDataScRsp  // obf: GFIAOCOLLCD
7164 = StarFightDataChangeNotify  // obf: FEEOGJHLALP
7169 = StartStarFightLevelScRsp  // obf: IOIJDHEMDLK
7170 = StartStarFightLevelCsReq  // obf: HLPCKFCKFFJ
7172 = PEMMJHDFOLM
7173 = GetBadgeInfoScRsp  // obf: EBOAECKDKNN
7180 = BadgeInfoScNotify  // obf: AKJODHMMCAL
7204 = ClockParkGetOngoingScriptInfoScRsp  // obf: LKADELHADBB
7206 = ClockParkGetInfoScRsp  // obf: LJDPBAPPHGO
7207 = ClockParkFinishScriptScNotify  // obf: KMGDKPACAED
7208 = ClockParkQuitScriptScRsp  // obf: IFEGAHJADHG
7211 = ClockParkStartScriptScRsp  // obf: NBNMKLMOILM
7214 = ClockParkHandleWaitOperationScRsp  // obf: CLDLKNMOOOH
7216 = ClockParkStartScriptCsReq  // obf: OMPIKFLGMCF
7218 = ClockParkUseBuffCsReq  // obf: PGHBOPEOBHA
7223 = ClockParkBattleEndScNotify  // obf: OMPEMGHMDPM
7226 = ClockParkGetOngoingScriptInfoCsReq  // obf: MNFBAGBGMGN
7229 = ClockParkUnlockTalentCsReq  // obf: HAEIIKKNAON
7232 = ClockParkUnlockTalentScRsp  // obf: LENKELHGNBG
7234 = ClockParkGetInfoCsReq  // obf: HEENDFJBHCB
7238 = ClockParkUseBuffScRsp  // obf: ONNHCHDGBAB
7240 = ClockParkQuitScriptCsReq  // obf: GEDICCGGDGI
7248 = ClockParkHandleWaitOperationCsReq  // obf: DJKMDMLOOOD
7256 = GetFightFestDataScRsp  // obf: HNOJGAGPFBG
7261 = FightFestUpdateCoinNotify  // obf: ENBAEEHAEBD
7266 = FightFestUpdateChallengeRecordNotify  // obf: JEGBMCKBMOB
7270 = StartFightFestCsReq  // obf: IKJDKNKJBGI
7279 = FightFestScoreUpdateNotify  // obf: OPIKBFAICKP
7281 = StartFightFestScRsp  // obf: LCGFKNIAMBE
7282 = FightFestUnlockSkillNotify  // obf: JJEHDBECIMM
7284 = GetFightFestDataCsReq  // obf: CKPAPNKFBHD
7306 = StartMatchScRsp  // obf: ENCGCAOLBLC
7316 = GetCrossInfoScRsp  // obf: BMMPOKFLJFG
7320 = CancelMatchCsReq  // obf: AJFPCBCKKEJ
7331 = CancelMatchScRsp  // obf: IDNKNBPNOKL
7332 = GetCrossInfoCsReq  // obf: LFHENIDCNMJ
7334 = StartMatchCsReq  // obf: KPCHILFFCEE
7352 = LobbyGetInfoScRsp  // obf: MAMINBCLDKO
7354 = LobbyKickOutScRsp  // obf: BOOPOAHOODF
7356 = LobbyCreateScRsp  // obf: ACABBGBMIPN
7357 = LobbyInteractScNotify  // obf: DMOIAEPEJHK
7358 = LobbyQuitCsReq  // obf: ALCGMMOEKHM
7361 = GHGECAINBLA
7364 = LobbyInviteCsReq  // obf: HCMOBPMAOEI
7366 = LobbyModifyPlayerInfoCsReq  // obf: DPLADDHCJCC
7368 = LobbyInteractCsReq  // obf: OPKKJFEFEIL
7369 = ANFMHBGNNEG
7370 = LobbyJoinCsReq  // obf: BNOKBNOIIGD
7373 = LobbyGetInfoCsReq  // obf: AIBENADLLGH
7376 = LobbyKickOutCsReq  // obf: OMJDOHAHIOF
7379 = LobbyStartFightCsReq  // obf: DACEFJFGLGM
7381 = LobbyJoinScRsp  // obf: JLPMFNHLBED
7382 = GJBGNMGGDLE
7384 = LobbyCreateCsReq  // obf: CCDPOMCEFED
7388 = LobbyInteractScRsp  // obf: AGDPIOAKFGB
7390 = LobbyInviteScRsp  // obf: JFBFABHFCOG
7392 = KIGJGMLAMGH
7397 = JDHEDGIGKBM
7398 = LobbySyncInfoScNotify  // obf: FPEGJJJKNAL
7402 = MatchThreeRoyaleFinishScNotify  // obf: EEHLDBOEFGB
7404 = MatchThreeV2BattleItemLevelUpCsReq  // obf: FCDAFFCDLLD
7406 = MatchThreeGetDataDataScRsp  // obf: AJDCICOLIBC
7408 = MatchThreeV2SetBirdPosCsReq  // obf: MOHJGIEBFFM
7411 = PBDKDFCOAPB
7414 = MatchThreeV2LevelEndCsReq  // obf: GJKAHBHLPPH
7416 = MatchThreeSetBirdPosScRsp  // obf: HDAOEKOEDHO
7420 = MatchThreeLevelEndCsReq  // obf: GKHHHFHGINI
7423 = MatchThreeV2PvpFinishScNotify  // obf: DABAAANKJGF
7425 = MatchThreeV2ScNotify  // obf: JNHKFNPECCB
7426 = DHFGMHFEHEB
7429 = MatchThreeSyncDataScNotify  // obf: ENILOPJOCBN
7431 = MatchThreeLevelEndScRsp  // obf: LOJIENDBLAI
7432 = MatchThreeSetBirdPosCsReq  // obf: POGMMMGBNCH
7434 = JPDGPEOBBNJ
7440 = MatchThreeV2LevelEndScRsp  // obf: CGCHNIIJMMD
7447 = MatchThreeV2SetBirdPosScRsp  // obf: DBMDKDAKCNC
7448 = MatchThreeV2BattleItemLevelUpScRsp  // obf: MPCDHLLOEJM
7451 = SwordTrainingSetSkillTraceCsReq  // obf: LNBDOMKFAGG
7452 = SwordTrainingStartGameCsReq  // obf: LLCLGDKFKPJ
7453 = SwordTrainingStoryBattleCsReq  // obf: AKDCJGCEHKB
7456 = GetSwordTrainingDataCsReq  // obf: CEPKLKNFLON
7457 = SwordTrainingStoryConfirmScRsp  // obf: DIAGLMMBKIP
7458 = EnterSwordTrainingExamCsReq  // obf: NJFMGIPINNK
